"RECORD #(ITEM)","RECORD #(HOLDINGS)",22,"BARCODE","245|a",130,,
"i275485602","c24501955","1079-6851 1079-6851 1","PB1014410","scenario","Scenario (New York, N.Y.)",,
"i275485614","c24501955","1079-6851 1079-6851 1","PB1014411","scenario","Scenario (New York, N.Y.)",,
"i275485626","c24501955","1079-6851 1079-6851 1","PB1014412","scenario","Scenario (New York, N.Y.)",,
"i275485638","c24501955","1079-6851 1079-6851 1","PB1014413","scenario","Scenario (New York, N.Y.)",,
"i27548564x","c24501955","1079-6851 1079-6851 1","PB1014414","scenario","Scenario (New York, N.Y.)",,
"i275485651","c24501955","1079-6851 1079-6851 1","PB1014415","scenario","Scenario (New York, N.Y.)",,
"i275485663","c24501955","1079-6851 1079-6851 1","PB1014416","scenario","Scenario (New York, N.Y.)",,
"i275485675","c24501955","1079-6851 1079-6851 1","PB1014417","scenario","Scenario (New York, N.Y.)",,
"i275485687","c24501955","1079-6851 1079-6851 1","PB1014418","scenario","Scenario (New York, N.Y.)",,
"i275485699","c24501955","1079-6851 1079-6851 1","PB1014419","scenario","Scenario (New York, N.Y.)",,
"i275485705","c24501955","1079-6851 1079-6851 1","PB1014420","scenario","Scenario (New York, N.Y.)",,
"i275446487","c16330274","0036-9543 0036-9546 z","PB1007254","screen","Screen (London, England)",,
"i275446499","c16330274","0036-9543 0036-9546 z","PB1007255","screen","Screen (London, England)",,
"i275446554","c16330274","0036-9543 0036-9546 z","PB1007256","screen","Screen (London, England)",,
"i275446566","c16330274","0036-9543 0036-9546 z","PB1007257","screen","Screen (London, England)",,
"i275446578","c16330274","0036-9543 0036-9546 z","PB1007258","screen","Screen (London, England)",,
"i27544658x","c16330274","0036-9543 0036-9546 z","PB1007259","screen","Screen (London, England)",,
"i275446591","c16330274","0036-9543 0036-9546 z","PB1007260","screen","Screen (London, England)",,
"i275446608","c16330274","0036-9543 0036-9546 z","PB1007261","screen","Screen (London, England)",,
"i275446657","c16330274","0036-9543 0036-9546 z","PB1007263","screen","Screen (London, England)",,
"i275446669","c16330274","0036-9543 0036-9546 z","PB1007264","screen","Screen (London, England)",,
"i275446724","c16330274","0036-9543 0036-9546 z","PB1007266","screen","Screen (London, England)",,
"i275446736","c16330274","0036-9543 0036-9546 z","PB1007267","screen","Screen (London, England)",,
"i27544675x","c16330274","0036-9543 0036-9546 z","PB1007268","screen","Screen (London, England)",,
"i275446761","c16330274","0036-9543 0036-9546 z","PB1007269","screen","Screen (London, England)",,
"i275446773","c16330274","0036-9543 0036-9546 z","PB1007270","screen","Screen (London, England)",,
"i275446785","c16330274","0036-9543 0036-9546 z","PB1007271","screen","Screen (London, England)",,
"i275446797","c16330274","0036-9543 0036-9546 z","PB1007272","screen","Screen (London, England)",,
"i275446803","c16330274","0036-9543 0036-9546 z","PB1007273","screen","Screen (London, England)",,
"i275446815","c16330274","0036-9543 0036-9546 z","PB1007274","screen","Screen (London, England)",,
"i275446827","c16330274","0036-9543 0036-9546 z","PB1007275","screen","Screen (London, England)",,
"i275446839","c16330274","0036-9543 0036-9546 z","PB1007276","screen","Screen (London, England)",,
"i275446852","c16330274","0036-9543 0036-9546 z","PB1007277","screen","Screen (London, England)",,
"i275446864","c16330274","0036-9543 0036-9546 z","PB1007278","screen","Screen (London, England)",,
"i275446876","c16330274","0036-9543 0036-9546 z","PB1007279","screen","Screen (London, England)",,
"i275446888","c16330274","0036-9543 0036-9546 z","PB1007280","screen","Screen (London, England)",,
"i27544689x","c16330274","0036-9543 0036-9546 z","PB1007281","screen","Screen (London, England)",,
"i275446906","c16330274","0036-9543 0036-9546 z","PB1007282","screen","Screen (London, England)",,
"i275446918","c16330274","0036-9543 0036-9546 z","PB1007283","screen","Screen (London, England)",,
"i27544692x","c16330274","0036-9543 0036-9546 z","PB1007284","screen","Screen (London, England)",,
"i275446748","c16330274","0036-9543 0036-9546 z","PB1007492","screen","Screen (London, England)",,
"i275446840","c16330274","0036-9543 0036-9546 z","PB1007545","screen","Screen (London, England)",,
"i275446451","c16330274","0036-9543 0036-9546 z","PB1008357","screen","Screen (London, England)",,
"i275446475","c16330274","0036-9543 0036-9546 z","PB1008358","screen","Screen (London, England)",,
"i275446463","c16330274","0036-9543 0036-9546 z","PB1008363","screen","Screen (London, England)",,
"i275446931","c16330274","0036-9543 0036-9546 z","PB1009356","screen","Screen (London, England)",,
"i275446943","c16330274","0036-9543 0036-9546 z","PB1009357","screen","Screen (London, England)",,
"i275446955","c16330274","0036-9543 0036-9546 z","PB1009358","screen","Screen (London, England)",,
"i275446967","c16330274","0036-9543 0036-9546 z","PB1009359","screen","Screen (London, England)",,
"i275446979","c16330274","0036-9543 0036-9546 z","PB1009360","screen","Screen (London, England)",,
"i275446980","c16330274","0036-9543 0036-9546 z","PB1009361","screen","Screen (London, England)",,
"i275446992","c16330274","0036-9543 0036-9546 z","PB1009362","screen","Screen (London, England)",,
"i275447005","c16330274","0036-9543 0036-9546 z","PB1009363","screen","Screen (London, England)",,
"i275447017","c16330274","0036-9543 0036-9546 z","PB1009364","screen","Screen (London, England)",,
"i275447029","c16330274","0036-9543 0036-9546 z","PB1010577","screen","Screen (London, England)",,
"i275446505","c16330274","0036-9543 0036-9546 z","PB1012362","screen","Screen (London, England)",,
"i27544661x","c16330274","0036-9543 0036-9546 z","PB1012363","screen","Screen (London, England)",,
"i275446670","c16330274","0036-9543 0036-9546 z","PB1012364","screen","Screen (London, England)",,
"i275447030","c16330274","0036-9543 0036-9546 z","PB1013219","screen","Screen (London, England)",,
"i275447042","c16330274","0036-9543 0036-9546 z","PB1013220","screen","Screen (London, England)",,
"i275447054","c16330274","0036-9543 0036-9546 z","PB1013221","screen","Screen (London, England)",,
"i275447066","c16330274","0036-9543 0036-9546 z","PB1013222","screen","Screen (London, England)",,
"i275447078","c16330274","0036-9543 0036-9546 z","PB1013223","screen","Screen (London, England)",,
"i27544708x","c16330274","0036-9543 0036-9546 z","PB1013224","screen","Screen (London, England)",,
"i275447091","c16330274","0036-9543 0036-9546 z","PB1013225","screen","Screen (London, England)",,
"i275447108","c16330274","0036-9543 0036-9546 z","PB1013226","screen","Screen (London, England)",,
"i27544711x","c16330274","0036-9543 0036-9546 z","PB1013227","screen","Screen (London, England)",,
"i275447121","c16330274","0036-9543 0036-9546 z","PB1013228","screen","Screen (London, England)",,
"i275485912","c24502480","2151-5107 1","PB1014422","screen album magazine",,,
"i275486795","c24502571","0306-0691","PB1014444","screen education","Screen education (1974)",,
"i275486801","c24502571","0306-0691","PB1014445","screen education","Screen education (1974)",,
"i275486813","c24502571","0306-0691","PB1014446","screen education","Screen education (1974)",,
"i275486825","c24502571","0306-0691","PB1014447","screen education","Screen education (1974)",,
"i275486837","c24502571","0306-0691","PB1014448","screen education","Screen education (1974)",,
"i275486849","c24502571","0306-0691","PB1014449","screen education","Screen education (1974)",,
"i275486850","c24502571","0306-0691","PB1014450","screen education","Screen education (1974)",,
"i275486862","c24502571","0306-0691","PB1014451","screen education","Screen education (1974)",,
"i275486874","c24502571","0306-0691","PB1014452","screen education","Screen education (1974)",,
"i275486886","c24502571","0306-0691","PB1014453","screen education","Screen education (1974)",,
"i275486898","c24502571","0306-0691","PB1014454","screen education","Screen education (1974)",,
"i275486904","c24502571","0306-0691","PB1014455","screen education","Screen education (1974)",,
"i275486916","c24502571","0306-0691","PB1014456","screen education","Screen education (1974)",,
"i275486928","c24502571","0306-0691","PB1014457","screen education","Screen education (1974)",,
"i27548693x","c24502571","0306-0691","PB1014458","screen education","Screen education (1974)",,
"i275486941","c24502571","0306-0691","PB1014459","screen education","Screen education (1974)",,
"i275486953","c24502571","0306-0691","PB1014460","screen education","Screen education (1974)",,
"i275486965","c24502571","0306-0691","PB1014461","screen education","Screen education (1974)",,
"i275486977","c24502571","0306-0691","PB1014462","screen education","Screen education (1974)",,
"i275486989","c24502571","0306-0691","PB1014463","screen education","Screen education (1974)",,
"i275486990","c24502571","0306-0691","PB1014464","screen education","Screen education (1974)",,
"i275487003","c24502571","0306-0691","PB1014465","screen education","Screen education (1974)",,
"i275487015","c24502571","0306-0691","PB1014466","screen education","Screen education (1974)",,
"i275487027","c24502571","0306-0691","PB1014467","screen education","Screen education (1974)",,
"i275487039","c24502571","0306-0691","PB1014468","screen education","Screen education (1974)",,
"i275487040","c24502571","0306-0691","PB1014469","screen education","Screen education (1974)",,
"i275487052","c24502571","0306-0691","PB1014470","screen education","Screen education (1974)",,
"i275487064","c24502571","0306-0691","PB1014471","screen education","Screen education (1974)",,
"i275487076","c24502571","0306-0691","PB1014472","screen education","Screen education (1974)",,
"i275487088","c24502571","0306-0691","PB1014473","screen education","Screen education (1974)",,
"i27548709x","c24502571","0306-0691","PB1014474","screen education","Screen education (1974)",,
"i275487106","c24502571","0306-0691","PB1014475","screen education","Screen education (1974)",,
"i275487118","c24502571","0306-0691","PB1014476","screen education","Screen education (1974)",,
"i27548712x","c24502571","0306-0691","PB1014477","screen education","Screen education (1974)",,
"i275487131","c24502571","0306-0691","PB1014478","screen education","Screen education (1974)",,
"i275487143","c24502571","0306-0691","PB1014479","screen education","Screen education (1974)",,
"i275487155","c24502571","0306-0691","PB1014480","screen education","Screen education (1974)",,
"i275487167","c24502571","0306-0691","PB1014481","screen education","Screen education (1974)",,
"i275487179","c24502571","0306-0691","PB1014482","screen education","Screen education (1974)",,
"i275487180","c24502571","0306-0691","PB1014483","screen education","Screen education (1974)",,
"i275487192","c24502571","0306-0691","PB1014484","screen education","Screen education (1974)",,
"i275487209","c24502571","0306-0691","PB1015071","screen education","Screen education (1974)",,
"i275450041","c24356128",,"PB1009384","screen reader",,,
"i275450053","c24356128",,"PB1009385","screen reader",,,
"i275485948","c24502534",,"PB1014652","screen romances",,,
"i27548595x","c24502534",,"PB1014653","screen romances",,,
"i275485961","c24502534",,"PB1014654","screen romances",,,
"i275485973","c24502534",,"PB1014655","screen romances",,,
"i275485985","c24502534",,"PB1014656","screen romances",,,
"i275485997","c24502534",,"PB1014657","screen romances",,,
"i27548600x","c24502534",,"PB1014658","screen romances",,,
"i275486011","c24502534",,"PB1014659","screen romances",,,
"i275486023","c24502534",,"PB1014660","screen romances",,,
"i275486035","c24502534",,"PB1014661","screen romances",,,
"i275486047","c24502534",,"PB1014662","screen romances",,,
"i275486059","c24502534",,"PB1014663","screen romances",,,
"i275486060","c24502534",,"PB1014664","screen romances",,,
"i275486072","c24502534",,"PB1014665","screen romances",,,
"i275486084","c24502534",,"PB1014666","screen romances",,,
"i275486096","c24502534",,"PB1014667","screen romances",,,
"i275486102","c24502534",,"PB1014668","screen romances",,,
"i275486114","c24502534",,"PB1014669","screen romances",,,
"i275486126","c24502534",,"PB1014670","screen romances",,,
"i275486138","c24502534",,"PB1014671","screen romances",,,
"i27548614x","c24502534",,"PB1014672","screen romances",,,
"i275486151","c24502534",,"PB1014673","screen romances",,,
"i275486163","c24502534",,"PB1014674","screen romances",,,
"i275486175","c24502534",,"PB1014675","screen romances",,,
"i275486187","c24502534",,"PB1014676","screen romances",,,
"i275486199","c24502534",,"PB1014677","screen romances",,,
"i275486217","c24502534",,"PB1014678","screen romances",,,
"i275486229","c24502534",,"PB1014679","screen romances",,,
"i275486230","c24502534",,"PB1014680","screen romances",,,
"i275486242","c24502534",,"PB1014681","screen romances",,,
"i275486254","c24502534",,"PB1014682","screen romances",,,
"i275486266","c24502534",,"PB1014683","screen romances",,,
"i275486205","c24502534",,"PB1014684","screen romances",,,
"i275486278","c24502534",,"PB1014685","screen romances",,,
"i27548628x","c24502534",,"PB1014686","screen romances",,,
"i275486291","c24502534",,"PB1014687","screen romances",,,
"i275486308","c24502534",,"PB1014688","screen romances",,,
"i27548631x","c24502534",,"PB1014689","screen romances",,,
"i275486321","c24502534",,"PB1014690","screen romances",,,
"i275486333","c24502534",,"PB1014691","screen romances",,,
"i275486345","c24502534",,"PB1014692","screen romances",,,
"i275486357","c24502534",,"PB1014693","screen romances",,,
"i275486369","c24502534",,"PB1014694","screen romances",,,
"i275486370","c24502534",,"PB1014695","screen romances",,,
"i275486382","c24502534",,"PB1014696","screen romances",,,
"i275486394","c24502534",,"PB1014697","screen romances",,,
"i275486400","c24502534",,"PB1014698","screen romances",,,
"i275486412","c24502534",,"PB1014699","screen romances",,,
"i275486424","c24502534",,"PB1014700","screen romances",,,
"i275486436","c24502534",,"PB1014701","screen romances",,,
"i275486448","c24502534",,"PB1014702","screen romances",,,
"i27548645x","c24502534",,"PB1014703","screen romances",,,
"i275486461","c24502534",,"PB1014704","screen romances",,,
"i275486473","c24502534",,"PB1014705","screen romances",,,
"i275486485","c24502534",,"PB1014706","screen romances",,,
"i275486497","c24502534",,"PB1014707","screen romances",,,
"i275486503","c24502534",,"PB1014708","screen romances",,,
"i275486515","c24502534",,"PB1014709","screen romances",,,
"i275486527","c24502534",,"PB1014710","screen romances",,,
"i275486539","c24502534",,"PB1014711","screen romances",,,
"i275486540","c24502534",,"PB1014712","screen romances",,,
"i275486552","c24502534",,"PB1014713","screen romances",,,
"i275486564","c24502534",,"PB1014714","screen romances",,,
"i275486576","c24502534",,"PB1014715","screen romances",,,
"i275486588","c24502534",,"PB1014716","screen romances",,,
"i27548659x","c24502534",,"PB1014717","screen romances",,,
"i275486606","c24502534",,"PB1014718","screen romances",,,
"i275486618","c24502534",,"PB1014719","screen romances",,,
"i27548662x","c24502534",,"PB1014720","screen romances",,,
"i275486631","c24502534",,"PB1014721","screen romances",,,
"i275486643","c24502534",,"PB1014722","screen romances",,,
"i275486655","c24502534",,"PB1014723","screen romances",,,
"i275486667","c24502534",,"PB1014724","screen romances",,,
"i275486679","c24502534",,"PB1014725","screen romances",,,
"i275486680","c24502534",,"PB1014726","screen romances",,,
"i275486692","c24502534",,"PB1014727","screen romances",,,
"i275486709","c24502534",,"PB1014728","screen romances",,,
"i275486710","c24502534",,"PB1014729","screen romances",,,
"i275486722","c24502534",,"PB1014730","screen romances",,,
"i275486734","c24502534",,"PB1014731","screen romances",,,
"i275486746","c24502534",,"PB1014732","screen romances",,,
"i275486758","c24502534",,"PB1014733","screen romances",,,
"i27548676x","c24502534",,"PB1014734","screen romances",,,
"i275486771","c24502534",,"PB1014735","screen romances",,,
"i275486783","c24502534",,"PB1014736","screen romances",,,
"i275448538","c24436185","1545-9020 1","PB1009758","screen world","Screen world (New York, N.Y. : 1982)",,
"i275448514","c24436185","1545-9020 1","PB1009911","screen world","Screen world (New York, N.Y. : 1982)",,
"i275448526","c24436185","1545-9020 1","PB1009912","screen world","Screen world (New York, N.Y. : 1982)",,
"i27544854x","c24436185","1545-9020 1","PB1015027","screen world","Screen world (New York, N.Y. : 1982)",,
"i275421867",,,"PB1003699","selected japanese feature films",,,
"i275421879",,,"PB1003700","selected japanese feature films",,,
"i275421880",,,"PB1003701","selected japanese feature films",,,
"i275421892",,,"PB1003702","selected japanese feature films",,,
"i275421909",,,"PB1003703","selected japanese feature films",,,
"i275421910",,,"PB1003704","selected japanese feature films",,,
"i275421855",,,"PB1003706","selected japanese feature films",,,
"i275421831",,,"PB1003707","selected japanese feature films",,,
"i275421843",,,"PB1003708","selected japanese feature films",,,
"i281849900","c24925639","0276-0835 0276-0835","PB1016008","send",,,
"i281849924","c24925639","0276-0835 0276-0835","PB1016009","send",,,
"i281849973","c24925639","0276-0835 0276-0835","PB1016010","send",,,
"i281850264","c24925639","0276-0835 0276-0835","PB1016011","send",,,
"i281474011","c24920976",,"PB1015938","shellac",,,
"i281474138","c24920976",,"PB1015939","shellac",,,
"i275445665","c17641329","0037-4806","PB1007285","sight and sound",,,
"i275445847","c17641329","0037-4806","PB1007286","sight and sound",,,
"i275445859","c17641329","0037-4806","PB1007287","sight and sound",,,
"i275445860","c17641329","0037-4806","PB1007288","sight and sound",,,
"i275445872","c17641329","0037-4806","PB1007289","sight and sound",,,
"i275445884","c17641329","0037-4806","PB1007290","sight and sound",,,
"i275445896","c17641329","0037-4806","PB1007291","sight and sound",,,
"i275445902","c17641329","0037-4806","PB1007435","sight and sound",,,
"i275445914","c17641329","0037-4806","PB1007436","sight and sound",,,
"i275445926","c17641329","0037-4806","PB1007437","sight and sound",,,
"i275445938","c17641329","0037-4806","PB1007438","sight and sound",,,
"i27544594x","c17641329","0037-4806","PB1007439","sight and sound",,,
"i275445951","c17641329","0037-4806","PB1007440","sight and sound",,,
"i275445963","c17641329","0037-4806","PB1007441","sight and sound",,,
"i275445975","c17641329","0037-4806","PB1007442","sight and sound",,,
"i275445987","c17641329","0037-4806","PB1007443","sight and sound",,,
"i275445999","c17641329","0037-4806","PB1007444","sight and sound",,,
"i275446001","c17641329","0037-4806","PB1007445","sight and sound",,,
"i275446013","c17641329","0037-4806","PB1007446","sight and sound",,,
"i275446025","c17641329","0037-4806","PB1007447","sight and sound",,,
"i275446037","c17641329","0037-4806","PB1007448","sight and sound",,,
"i275446049","c17641329","0037-4806","PB1007449","sight and sound",,,
"i275446050","c17641329","0037-4806","PB1007450","sight and sound",,,
"i275445380","c17641329","0037-4806","PB1007451","sight and sound",,,
"i275445392","c17641329","0037-4806","PB1007452","sight and sound",,,
"i275445409","c17641329","0037-4806","PB1007453","sight and sound",,,
"i275445410","c17641329","0037-4806","PB1007454","sight and sound",,,
"i275445422","c17641329","0037-4806","PB1007455","sight and sound",,,
"i275445434","c17641329","0037-4806","PB1007456","sight and sound",,,
"i275445446","c17641329","0037-4806","PB1007457","sight and sound",,,
"i275445458","c17641329","0037-4806","PB1007458","sight and sound",,,
"i27544546x","c17641329","0037-4806","PB1007459","sight and sound",,,
"i275445471","c17641329","0037-4806","PB1007460","sight and sound",,,
"i275445483","c17641329","0037-4806","PB1007461","sight and sound",,,
"i275445641","c17641329","0037-4806","PB1007463","sight and sound",,,
"i275445653","c17641329","0037-4806","PB1007464","sight and sound",,,
"i275445677","c17641329","0037-4806","PB1007465","sight and sound",,,
"i275445689","c17641329","0037-4806","PB1007466","sight and sound",,,
"i275445690","c17641329","0037-4806","PB1007467","sight and sound",,,
"i275445823","c17641329","0037-4806","PB1007468","sight and sound",,,
"i275445835","c17641329","0037-4806","PB1007469","sight and sound",,,
"i275445495","c17641329","0037-4806","PB1007715","sight and sound",,,
"i275445501","c17641329","0037-4806","PB1007716","sight and sound",,,
"i275445513","c17641329","0037-4806","PB1007717","sight and sound",,,
"i275445525","c17641329","0037-4806","PB1007718","sight and sound",,,
"i275445537","c17641329","0037-4806","PB1007719","sight and sound",,,
"i275445549","c17641329","0037-4806","PB1007720","sight and sound",,,
"i275445550","c17641329","0037-4806","PB1007721","sight and sound",,,
"i275445562","c17641329","0037-4806","PB1007722","sight and sound",,,
"i275445574","c17641329","0037-4806","PB1007723","sight and sound",,,
"i275445586","c17641329","0037-4806","PB1007724","sight and sound",,,
"i275445598","c17641329","0037-4806","PB1007725","sight and sound",,,
"i275445604","c17641329","0037-4806","PB1007726","sight and sound",,,
"i275445616","c17641329","0037-4806","PB1007727","sight and sound",,,
"i275445628","c17641329","0037-4806","PB1007728","sight and sound",,,
"i27544563x","c17641329","0037-4806","PB1007729","sight and sound",,,
"i275446220","c17641329","0037-4806","PB1009761","sight and sound",,,
"i275446232","c17641329","0037-4806","PB1009762","sight and sound",,,
"i275446244","c17641329","0037-4806","PB1009763","sight and sound",,,
"i275446256","c17641329","0037-4806","PB1009773","sight and sound",,,
"i275446268","c17641329","0037-4806","PB1009774","sight and sound",,,
"i27544627x","c17641329","0037-4806","PB1009780","sight and sound",,,
"i275446281","c17641329","0037-4806","PB1009811","sight and sound",,,
"i275446293","c17641329","0037-4806","PB1009812","sight and sound",,,
"i27544630x","c17641329","0037-4806","PB1009813","sight and sound",,,
"i275446360","c17641329","0037-4806","PB1009814","sight and sound",,,
"i275446372","c17641329","0037-4806","PB1009815","sight and sound",,,
"i275446384","c17641329","0037-4806","PB1009816","sight and sound",,,
"i275446074","c17641329","0037-4806","PB1009827","sight and sound",,,
"i275446086","c17641329","0037-4806","PB1009828","sight and sound",,,
"i275446098","c17641329","0037-4806","PB1009829","sight and sound",,,
"i275446104","c17641329","0037-4806","PB1009830","sight and sound",,,
"i275446128","c17641329","0037-4806","PB1009831","sight and sound",,,
"i27544613x","c17641329","0037-4806","PB1009832","sight and sound",,,
"i275446141","c17641329","0037-4806","PB1009833","sight and sound",,,
"i275446153","c17641329","0037-4806","PB1009834","sight and sound",,,
"i275446165","c17641329","0037-4806","PB1009835","sight and sound",,,
"i275446062","c17641329","0037-4806","PB1010580","sight and sound",,,
"i275446189","c17641329","0037-4806","PB1011663","sight and sound",,,
"i275446177","c17641329","0037-4806","PB1012001","sight and sound",,,
"i275446190","c17641329","0037-4806","PB1012002","sight and sound",,,
"i275446207","c17641329","0037-4806","PB1012003","sight and sound",,,
"i275446116","c17641329","0037-4806","PB1012004","sight and sound",,,
"i275445707","c17641329","0037-4806","PB1012359","sight and sound",,,
"i275446219","c17641329","0037-4806","PB1013218","sight and sound",,,
"i275446311","c17641329","0037-4806","PB1015226","sight and sound",,,
"i275446323","c17641329","0037-4806","PB1015227","sight and sound",,,
"i275446335","c17641329","0037-4806","PB1015250","sight and sound",,,
"i275446347","c17641329","0037-4806","PB1015251","sight and sound",,,
"i275446359","c17641329","0037-4806","PB1015252","sight and sound",,,
"i275446396","c17641329","0037-4806","PB1015254","sight and sound",,,
"i275446402","c17641329","0037-4806","PB1015255","sight and sound",,,
"i275446414","c17641329","0037-4806","PB1015270","sight and sound",,,
"i275446426","c17641329","0037-4806","PB1015271","sight and sound",,,
"i276091747","c17641329","0037-4806","PB1015790","sight and sound",,,
"i276091784","c17641329","0037-4806","PB1015791","sight and sound",,,
"i276091528","c17641329","0037-4806","PB1015792","sight and sound",,,
"i27609153x","c17641329","0037-4806","PB1015793","sight and sound",,,
"i276091577","c17641329","0037-4806","PB1015794","sight and sound",,,
"i276091590","c17641329","0037-4806","PB1015795","sight and sound",,,
"i276091607","c17641329","0037-4806","PB1015796","sight and sound",,,
"i276091619","c17641329","0037-4806","PB1015797","sight and sound",,,
"i276091632","c17641329","0037-4806","PB1015798","sight and sound",,,
"i276091644","c17641329","0037-4806","PB1015799","sight and sound",,,
"i276091656","c17641329","0037-4806","PB1015800","sight and sound",,,
"i276091693","c17641329","0037-4806","PB1015801","sight and sound",,,
"i276091723","c17641329","0037-4806","PB1015802","sight and sound",,,
"i276091735","c17641329","0037-4806","PB1015803","sight and sound",,,
"i27609184x","c17641329","0037-4806","PB1015804","sight and sound",,,
"i276091851","c17641329","0037-4806","PB1015805","sight and sound",,,
"i276091905","c17641329","0037-4806","PB1015806","sight and sound",,,
"i276091917","c17641329","0037-4806","PB1015807","sight and sound",,,
"i276091930","c17641329","0037-4806","PB1015808","sight and sound",,,
"i282506330","c17641329","0037-4806","PB1016033","sight and sound",,,
"i282506342","c17641329","0037-4806","PB1016034","sight and sound",,,
"i282506354","c17641329","0037-4806","PB1016035","sight and sound",,,
"i282506445","c17641329","0037-4806","PB1016036","sight and sound",,,
"i282506469","c17641329","0037-4806","PB1016037","sight and sound",,,
"i283001021","c17641329","0037-4806","PB1016045","sight and sound",,,
"i290575953","c17641329","0037-4806","PB1016049","sight and sound",,,
"i290717954","c17641329","0037-4806","PB1016052","sight and sound",,,
"i290896216","c17641329","0037-4806","PB1016061","sight and sound",,,
"i290896253","c17641329","0037-4806","PB1016062","sight and sound",,,
"i290896277","c17641329","0037-4806","PB1016063","sight and sound",,,
"i290896332","c17641329","0037-4806","PB1016064","sight and sound",,,
"i292442476","c17641329","0037-4806","PB1016079","sight and sound",,,
"i292442749","c17641329","0037-4806","PB1016080","sight and sound",,,
"i292442762","c17641329","0037-4806","PB1016081","sight and sound",,,
"i292442786","c17641329","0037-4806","PB1016082","sight and sound",,,
"i292442798","c17641329","0037-4806","PB1016083","sight and sound",,,
"i276090731","c17641329","0037-4806",,"sight and sound",,,
"i276090767","c17641329","0037-4806",,"sight and sound.",,,
"i275454782","c24358563","0037-4830","PB1011259","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454794","c24358563","0037-4830","PB1011260","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454800","c24358563","0037-4830","PB1011261","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454812","c24358563","0037-4830","PB1011262","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454824","c24358563","0037-4830","PB1011263","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454836","c24358563","0037-4830","PB1011264","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454848","c24358563","0037-4830","PB1011265","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545485x","c24358563","0037-4830","PB1011266","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454861","c24358563","0037-4830","PB1011267","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454873","c24358563","0037-4830","PB1011268","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454885","c24358563","0037-4830","PB1011269","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454897","c24358563","0037-4830","PB1011270","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454903","c24358563","0037-4830","PB1011271","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454915","c24358563","0037-4830","PB1011272","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454927","c24358563","0037-4830","PB1011273","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454939","c24358563","0037-4830","PB1011274","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454940","c24358563","0037-4830","PB1011275","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454952","c24358563","0037-4830","PB1011276","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454964","c24358563","0037-4830","PB1011277","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454976","c24358563","0037-4830","PB1011278","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275454988","c24358563","0037-4830","PB1011279","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545499x","c24358563","0037-4830","PB1011280","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455002","c24358563","0037-4830","PB1011281","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455014","c24358563","0037-4830","PB1011282","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455026","c24358563","0037-4830","PB1011283","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455038","c24358563","0037-4830","PB1011284","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i27545504x","c24358563","0037-4830","PB1011285","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455051","c24358563","0037-4830","PB1011286","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455063","c24358563","0037-4830","PB1011287","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455075","c24358563","0037-4830","PB1011288","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455087","c24358563","0037-4830","PB1011289","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455099","c24358563","0037-4830","PB1011290","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455105","c24358563","0037-4830","PB1011291","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455117","c24358563","0037-4830","PB1011292","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455129","c24358563","0037-4830","PB1011293","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455130","c24358563","0037-4830","PB1011294","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455142","c24358563","0037-4830","PB1011295","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455154","c24358563","0037-4830","PB1011296","sightlines","Sightlines (New York, N.Y. : 1967)",,
"i275455166","c24358563","0037-4830","PB1011297","sightlines","Sightlines (New York, N.Y. : 1967)",,
